article_id,bedroom,bathroom
262960,5,NaN
262958,6,NaN
262957,4,3
262955,NaN,NaN
262947,3,3
262946,5,6
262943,NaN,NaN
262942,4,5
262924,4,3
262920,5,3
262915,NaN,NaN
262910,NaN,NaN
262905,NaN,NaN
262904,3,2
262897,NaN,NaN
262895,2,1
,,
262869,4,4
262868,NaN,NaN
262867,NaN,NaN
262864,2,2
262858,4,5
262855,NaN,NaN
262849,NaN,NaN
262843,3,NaN
262840,3,3
262836,4,3
262823,NaN,NaN
262822,6,6
262821,NaN,NaN
262819,4,4
262815,4,4
262807,1,1
262803,NaN,NaN
2628020,4,4
262800,4,4
262796,4,NaN
2627950,1,1
262794,NaN,NaN
262793,4,4
262789,4,4
262786,3,3
262782,NaN,NaN
262781,5,6
262778,NaN,NaN
262771,2,2
262769,4,4
262768,NaN,NaN
262766,5,7
262765,2,2
262759,NaN,NaN
262752,NaN,NaN
262751,NaN,NaN
262741,4,3
262738,1,NaN
262729,NaN,NaN
262728,8,9
3262727,3,3
262720,3,3
262716,2,2
262710,1,1
2627070,NaN,NaN
262702,3,2
262701,NaN,NaN
262700,NaN,NaN
262699,4,NaN
262697,2,2
262695,NaN,NaN
262694,NaN,NaN
262691,3,NaN
262689,4,4
262680,3,2
262679,6,NaN
262676,NaN,NaN
262673,NaN,NaN
262669,4,5
262666,5,6
262664,2,2
262662,NaN,NaN
262660,2,2
262656,NaN,NaN
262652,NaN,NaN
262651,1,NaN
262638,16,NaN
262622,1,2
262612,NaN,NaN
262608,5,NaN
262601,4,1
262597,2,NaN
262596,NaN,NaN
262591,NaN,NaN
262588,4,5
262586,5,6
2625850,2,2
262583,2,2
262582,NaN,NaN
262581,2,NaN
262568,4,NaN
262566,NaN,NaN
262565,3,2
262562,5,4
262559,NaN,NaN
262556,3,NaN
262547,1,1
262538,5,NaN
262534,2,1
262533,2,1
262532,4,5
262531,4,4
262524,NaN,NaN
262519,7,7
262517,NaN,NaN
262514,6,7
262510,NaN,NaN
262501,NaN,NaN
4123,2,NaN
262492,2,2
2851420,4,3
262486,3,3
262485,3,2
262483,3,4
2624820,4,5
262481,3,2
262480,4,3
262479,2,2
262473,2,2
262466,3,2
262465,5,6
262461,2,2
262457,2,3
262451,NaN,NaN
262450,NaN,NaN
262447,2,3
262446,NaN,NaN
23156030DT,NaN,NaN
262444,5,3
262443,2,NaN
262441,5,NaN
4223,4,4
262435,NaN,NaN
262434,NaN,NaN
262426,4,4
262421,4,5
983578284,2,2
262416,3,4
262415,NaN,NaN
262412,NaN,NaN
262411,5,NaN
262410,3,1
262407,5,3
262396,3,2
262389,NaN,NaN
262385,NaN,NaN
262383,6,NaN
262377,NaN,NaN
262376,NaN,NaN
262369,NaN,NaN
262360,NaN,NaN
262359,2,2
262355,NaN,NaN
262353,NaN,NaN
262351,NaN,NaN
262350,NaN,NaN
262349,NaN,NaN
262347,2,2
262344,NaN,NaN
262343,32,NaN
262337,4,NaN
262335,3,3
262334,NaN,NaN
262332,4,NaN
262330,NaN,NaN
262329,2,2
262326,1,NaN
262324,12,NaN
262321,3,6
262320,NaN,NaN
262319,5,7
262315,4,NaN
262313,1,NaN
2623120,3,NaN
262302,NaN,NaN
262301,NaN,NaN
262299,1,1
262297,5,7
262296,2,2
23VC025_1020,NaN,NaN
262294,NaN,NaN
262292,1,1
262291,4,5
23VC002_2050,NaN,NaN
262287,2,NaN
262286,3,4
262285,NaN,NaN
2851420,2,2
262279,4,NaN
262276,3,2
2622720,NaN,NaN
262271,NaN,NaN
262267,NaN,NaN
262266,3,NaN
2851420,NaN,NaN
262262,3,4
262253,NaN,NaN
262250,4,3
262249,2,2
262247,NaN,NaN
262246,2,NaN
262240,NaN,NaN
262233,2,NaN
23154026,NaN,NaN
262230,NaN,NaN
262229,4,NaN
262228,4,NaN
262225,4,NaN
262220,NaN,NaN
262219,12,NaN
262216,2,NaN
262215,5,6
262213,5,6
262212,NaN,NaN
262211,4,21.5
262210,4,NaN
262209,NaN,NaN
23VC025_1020,11,NaN
262205,5,NaN
262199,4,4
262196,2,2
262194,NaN,NaN
262193,NaN,NaN
262183,4,NaN
262177,3,NaN
262173,6,NaN
262170,3,NaN
262168,NaN,NaN
262167,NaN,NaN
262164,NaN,NaN
262163,NaN,NaN
262162,4,2
262161,4,4
262157,2,3
262149,NaN,NaN
262146,6,8
262145,6,8
262143,NaN,NaN
3923,4,NaN
262132,NaN,NaN
262126,NaN,NaN
262125,NaN,NaN
262124,2,2
262121,1,2
262120,3,3
262119,4,5
262118,4,5
262111,NaN,NaN
2851420,8,NaN
262108,3,3
262106,NaN,NaN
262099,2,2
262091,5,NaN
262090,NaN,NaN
262087,NaN,NaN
262086,7,5
262083,3,3
262080,3,3
262079,4,NaN
262060,7,NaN
262058,6,7
262057,NaN,NaN
262055,NaN,NaN
262050,NaN,NaN
262049,NaN,NaN
262048,5,6
262045,1,1
2851420,6,8
262041,4,5
262033,2,2
262030,4,5
262029,6,8
262024,6,3
2620190,1,1
3823,4,4
262007,5,NaN
262001,NaN,NaN
261993,2,3
261989,NaN,NaN
261987,4,5
261986,NaN,NaN
261984,4,2
261981,NaN,NaN
261980,5,3
261979,3,3
261978,NaN,NaN
261977,3,2
261973,NaN,NaN
261971,4,5
261970,3,2
261969,4,2
261968,5,NaN
261966,2,3
261963,8,NaN
261952,NaN,NaN
261946,NaN,NaN
261943,5,5
2619420,3,NaN
281938,NaN,NaN
261937,NaN,NaN
261935,6,7
23VC002B_36,5,NaN
23VC002B_36,5,NaN
261923,NaN,NaN
261916,3,3
261910,6,NaN
261908,12,NaN
261907,NaN,NaN
261906,5,NaN
261905,9,NaN
261904,NaN,NaN
261902,3,4
261901,5,5
261900,6,NaN
2618920,1,1
261887,NaN,NaN
261885,NaN,NaN
261883,NaN,NaN
261882,NaN,NaN
261881,NaN,NaN
261880,3,2
261879,NaN,NaN
261874,3,NaN
261873,3,3
261872,2,NaN
261867,2,NaN
261866,2,NaN
261865,2,NaN
261864,3,2
261860,4,4
261855,NaN,NaN
2618520,6,NaN
261844,NaN,NaN
261842,2,2
261841,2,2
261840,4,3
261837,2,2
261834,2,2
261832,NaN,NaN
261831,NaN,NaN
2851420,4,NaN
2851420,4,NaN
261824,3,4
261820,6,7
261819,3,2
2618180,NaN,NaN
261817,6,NaN
3723,3,3
261808,NaN,NaN
261806,2,3
2618040,7,3
261797,2,1
261796,NaN,NaN
261794,2,NaN
261791,NaN,NaN
261788,5,4
261786,4,2
261785,2,3
261784,2,3
261783,NaN,NaN
261781,5,5
261778,4,NaN
261777,NaN,NaN
261773,NaN,NaN
261770,3,4
261768,4,5
261767,4,5
261765,NaN,NaN
261764,2,NaN
261758,NaN,NaN
2851420,NaN,NaN
261749,3,2
261747,NaN,NaN
261745,NaN,NaN
261743,1,NaN
261742,4,4
261741,NaN,NaN
261739,3,4
261737,5,7
261736,4,4
261733,2,3
261732,2,3
261727,NaN,NaN
2851420,NaN,NaN
261722,4,4
261720,2,2
261716,2,NaN
2617150,NaN,NaN
261714,10,NaN
261707,2,3
261704,3,NaN
261699,6,7
261697,2,2
261695,3,3
261681,5,7
261680,NaN,NaN
261678,7,1
261677,3,2
3323,4,2
261672,2,2
261669,3,4
23VC002_610,6,NaN
2616570,0,0
261656,4,NaN
261655,4,5
2851420,2,2
261650,NaN,NaN
261646,4,NaN
261640,3,2
261638,9,9
261635,NaN,NaN
261634,NaN,NaN
261626,3,3
261625,3,3
2616230,6,6
261622,3,3
261621,2,3
261620,3,3
261613,3,4
261610,NaN,NaN
261605,NaN,NaN
261604,5,7
261603,5,4
261600,3,2
261599,NaN,NaN
261595,NaN,NaN
261588,NaN,NaN
261581,2,2
261579,2,2
261576,4,NaN
261573,NaN,NaN
261568,NaN,NaN
261567,3,3
261555,NaN,NaN
261552,5,6
261550,8,8
261549,NaN,NaN
261548,4,3
261537,5,3
261534,4,4
261523,2,2
3523,4,5
261510,3,2
261508,NaN,NaN
261507,4,5
261506,4,5
261504,4,NaN
261502,3,4
261501,3,3
23VC003_610,6,NaN
261485,NaN,NaN
2614820,1,1
261478,2,2
261476,2,2
261475,NaN,NaN
261474,4,5
261472,2,NaN
261470,5,6
261468,3,3
261467,6,4
261463,NaN,NaN
2614620,NaN,NaN
261459,3,NaN
261450,NaN,NaN
261447,4,NaN
261446,NaN,NaN
261445,1,2
261443,6,8
261442,6,4
261439,5,NaN
261435,5,4
261434,3,NaN
261433,3,NaN
261431,5,3
261429,4,4
261428,4,5
23VC002_36,3,3
261422,NaN,NaN
261420,NaN,NaN
261409,15,NaN
2614060,2,2
261405,1,1
261402,NaN,NaN
,,
261398,NaN,NaN
261396,NaN,NaN
261394,6,NaN
261391,4,NaN
261389,2,2
261388,4,4
2851420,NaN,NaN
261383,NaN,NaN
261382,3,3
261377,NaN,NaN
90272105914,NaN,NaN
90272105914,NaN,NaN
261369,NaN,NaN
261366,5,NaN
261363,3,3
261362,3,3
261354,NaN,NaN
261352,NaN,NaN
261347,4,3
261345,NaN,NaN
261343,NaN,NaN
261339,2,1
261338,3,NaN
261329,NaN,NaN
261326,4,3
261322,6,7
261321,4,NaN
261317,NaN,NaN
261313,2,2
261308,NaN,NaN
261303,6,7
261296,4,5
23VC001_36,3,2
261293,NaN,NaN
2851420,4,14
261291,NaN,NaN
261285,4,5
261284,NaN,NaN
261283,4,NaN
261282,3,NaN
261281,NaN,NaN
261277,2,2
261274,2,2
261272,3,2
261269,3,3
261265,NaN,NaN
261264,3,2
261263,4,4
261261,4,2
261259,2,2
261258,4,5
261257,NaN,NaN
261256,2,1
261255,5,4
261254,NaN,NaN
261253,2,2
261252,3,NaN
261249,NaN,3
261248,5,6
2612470,2,1
261246,4,3
261245,NaN,NaN
261244,NaN,NaN
261241,3,NaN
261237,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
261218,4,NaN
261214,NaN,NaN
261211,4,4
261209,4,5
261208,4,5
261205,4,3
261203,10,11
261202.0,2,2
261201,1,1
261200,2,1
261199,2,2
261197,2,2
261196,3,2
261195,4,4
261193,4,5
261191,4,2
261190,5,NaN
261189,2,2
261188,5,5
261187,NaN,NaN
261186,NaN,NaN
261183,NaN,NaN
261182,NaN,NaN
261180,NaN,NaN
23VC020_1020,NaN,NaN
261174,2,NaN
261166,2,NaN
261151,4,5
261149,4,3
261148,4,5
261144,6,7
2611420,6,7
261139,4,3
23VC023_1020,NaN,NaN
261137,4,5
261122,4,2
261121,NaN,NaN
261119,5,6
261118,5,6
261117,4,NaN
261110,4,4
261108,10,10
261107,NaN,NaN
261096,3,3
23VC022_1020,NaN,NaN
261092,4,5
261086,4,5
261085,12,12
261083,3,2
261082,NaN,NaN
261072,NaN,NaN
261067,NaN,NaN
261066,2,2
261060,"['NaN', 1, 2, 3]","['NaN', 'NaN', 'NaN', 'NaN']"
261055,5,6
261047,3,4
261044,NaN,NaN
261043,NaN,NaN
261041,NaN,NaN
261039,4,4
2610350,NaN,NaN
2851420,NaN,NaN
261028,2,2
2851420,2,2
261021,4,4
261015,5,NaN
603,4,NaN
261011,2,NaN
261010,NaN,NaN
261009,3,NaN
261007,NaN,NaN
261006,NaN,NaN
2851420,4,4
260999,4,NaN
260998,NaN,NaN
260996,NaN,NaN
260994,3,4
260985,NaN,NaN
23VC016_1020,NaN,NaN
260981,100,NaN
260979,4,3
260977,3,4
260975,3,NaN
2851420,NaN,NaN
260971,NaN,NaN
260970,NaN,NaN
260967,NaN,NaN
260966,7,NaN
2609620,4,3
260950,5,5
260949,NaN,NaN
260946,5,6
260945,NaN,NaN
260942,NaN,NaN
260940,NaN,NaN
260939,NaN,NaN
260938,NaN,NaN
260937,2,2
260935,3,3
260934,4,5
260933,4,NaN
2609320,4,4
260931,2,2
260930,3,NaN
260929,2,2
260928,2,NaN
260927,3,NaN
260926,NaN,NaN
260925,4,5
260924,2,2
260923,3,4
23VC019_1020,NaN,NaN
260921,1,NaN
23VC018_1020,6,NaN
260915,NaN,NaN
260914,4,4
260911,NaN,NaN
260910,2,2
260907,4,5
260906,NaN,NaN
260904,4,NaN
260903,3,2
260899,4,5
260897,NaN,NaN
260896,NaN,NaN
260891,2,2
260890,NaN,NaN
3123,4,5
260887,4,4
23VC017_1020,2,NaN
260884,2,2
2851420,NaN,NaN
260880,2,2
260870,2,NaN
260866,2,2
260853,4,2
260851,4,NaN
260848,NaN,NaN
260845,2,2
113,NaN,NaN
260840,2,2
2851420,2,3
260814,4,5
260804.0,NaN,NaN
260794,5,6
260792,5,NaN
260790,3,3
260767,4,4
260764,2,2
260760,NaN,NaN
260756,4,3
260754,4,3
2607520,NaN,NaN
260750,3,NaN
260748,4,NaN
260743,4,4
260735,5,5
260734,3,2
260725,NaN,NaN
23VC012_1020,5,NaN
23VC011_1020,NaN,NaN
260722,5,3
260721,2,1
260718,NaN,NaN
260715,3,NaN
260714,3,3
260709,4,3
260708,3,3
260703,4,NaN
260697,NaN,NaN
260695,5,5
260692,4,NaN
260691,4,3
260689,NaN,NaN
260682,NaN,NaN
260679,NaN,NaN
260678,NaN,NaN
260676,4,NaN
260675,3,2
260673,NaN,NaN
260672,4,4
260670,NaN,NaN
260667,4,4
260664.0,NaN,NaN
260660,5,5
260659,NaN,NaN
260658,3,2
260657,3,2
260653,2,NaN
2851420,4,4
260641,NaN,NaN
260640,7,NaN
260636,2,2
260629,3,3
260622,4,5
260621,2,3
260612,2,3
260610,4,3
260608,4,3
260606,2,2
260605,2,2
260604,4,4
2606020,3,NaN
260600,4,NaN
260597,5,4
260589,3,NaN
260585,NaN,NaN
260581,NaN,NaN
VIC102022_56,4,NaN
260576,NaN,NaN
260565,NaN,NaN
260560,NaN,NaN
260557,4,3
260556,3,2
260555,3,4
260554,4,5
260553,4,NaN
260548,2,2
260547,2,3
260546,3,3
260545,NaN,NaN
260542,NaN,NaN
260525,4,4
260524,4,4
260514,1,1
260509,3,2
260506,2,2
260504,2,2
260503,2,2
260502,10,NaN
2851420,4,5
260499,2,2
260498,2,2
260497,2,2
260496,NaN,NaN
260495,2,2
260493,3,3
260488,3,2
260487,NaN,NaN
260486,3,4
260485,3,NaN
260484,NaN,NaN
2851420,NaN,NaN
260482,2,2
260480,4,4
260478,1,NaN
260477,4,4
260476,4,4
260473,NaN,NaN
2604720,3,NaN
260469,4,4
260467.0,NaN,NaN
260466,3,3
260465,NaN,NaN
260464,4,4
260463,4,4
260456,4,3
260453,5,6
260452,3,4
260442,NaN,NaN
260430,3,3
260427,NaN,NaN
260418,3,3
260417,4,5
2851420,1,NaN
260413,4,4
260406,NaN,NaN
260397,NaN,NaN
260387,NaN,NaN
260383,NaN,NaN
23VC015_1020,NaN,NaN
23VC014_1020,12,12
260366,3,4
260365,NaN,NaN
260364,NaN,NaN
260363,NaN,NaN
260362,4,3
260349,4,NaN
260348,4,4
260347,4,4
260342,3,2
260341,5,5
260339,2,2
260332,3,2
260330,3,2
260328,NaN,NaN
260324,NaN,NaN
260311,3,2
23VC005_1020,NaN,NaN
260306,3,3
23VC006_1020,NaN,NaN
260300,NaN,NaN
260299,NaN,NaN
260298,5,NaN
260297,6,NaN
260296,6,NaN
260295,5,NaN
260293,4,6
260288,3,NaN
260283,5,3
260280,NaN,NaN
260275,3,NaN
260272,NaN,NaN
23VC001_610,5,NaN
23VC004_1020,NaN,NaN
260255,2,2
260254,2,2
2851420,NaN,NaN
23VC001_1020,NaN,NaN
260221,NaN,NaN
23VC002_1020,NaN,NaN
260219,NaN,NaN
2851420,NaN,NaN
2851420,NaN,NaN
260210,2,2
260209,4,2
260207,4,2
260206,2,3
260205,3,4
3023,3,4
260196,2,3
260193,2,1
260186,2,2
260185,3,3
260181,NaN,NaN
260176,"['NaN', 1, 2, 3]",['NaN']
260173,4,NaN
260169,NaN,NaN
260159,NaN,NaN
260158,NaN,NaN
23VC008_1020,3,NaN
23VC007_1020,NaN,NaN
260148,4,3
260145,2,2
260144,3,3
260141,4,3
260139,7,NaN
260133,NaN,NaN
260132,NaN,NaN
260130,2,NaN
260122,1,NaN
260117,3,3
260111,4,NaN
260109,NaN,NaN
260108,3,2
260091,NaN,NaN
260087,NaN,NaN
260086,2,3
260084,2,NaN
260075,2,2
,,
260070,4,3
phuoc260062,3,2
260061,2,3
901,3,3
260050,2,2
260049,2,2
260046,2,2
2823,NaN,NaN
260030,3,2
260028,3,3
260025,NaN,NaN
260023,4,3
260020,4,NaN
260018,2,2
260016,4,NaN
260013,4,5
260011.0,NaN,NaN
260009,5,5
2851420,NaN,NaN
260002,2,2
2851420,NaN,NaN
259997,3,3
259995,5,4
259994,5,3
259993,2,2
259989,2,2
259977,NaN,NaN
259976,4,NaN
259974,3,2
259973,1,3
259972,5,3
259971,3,2
259970,NaN,NaN
259969,3,NaN
259968,2,2
259967,2,2
259965,10,NaN
259957,2,1
259946,2,NaN
259943,3,2
259942,2,NaN
259939,3,3
259936,2,2
259931,3,2
259926,3,5
259922,4,5
259919,NaN,NaN
259918,3,3
259917,1,NaN
259916,NaN,NaN
2599150,NaN,NaN
259913,NaN,NaN
259912,NaN,NaN
259910,NaN,NaN
259909,NaN,NaN
259906,NaN,NaN
259903,2,1
259901,NaN,NaN
259900,4,5
259893,NaN,NaN
259891,NaN,NaN
259889,2,2
259873,3,3
259869,3,3
259867,5,3
259852,NaN,NaN
259851,NaN,NaN
259850,2,1
259847,4,6
259846,4,6
259845,2,3
259838,NaN,NaN
259835,2,1
259833,NaN,NaN
259832,4,NaN
259830,2,3
259826,NaN,NaN
259810,NaN,NaN
259801,7,NaN
259790,4,NaN
259781,3,NaN
259779,3,NaN
23VC010_1020,NaN,NaN
259770,NaN,NaN
259766,5,NaN
259757,2,2
259755,4,4
259745,NaN,NaN
259734,6,NaN
259733,NaN,NaN
259726,NaN,NaN
259725,NaN,NaN
259721,NaN,NaN
259719,NaN,NaN
259709,NaN,NaN
259702,2,2
259701,2,2
259699,4,3
259697,4,3
259685,2,3
259684,3,2
259683,2,NaN
2851420,2,1
259678,NaN,NaN
259664,2,1
259663,2,2
259661,NaN,NaN
259657,2,2
259654,5,3
259643,2,2
2423,2,2
259612,1,1
259609,NaN,NaN
259608,NaN,NaN
259605,3,4
259603,NaN,NaN
2851420,NaN,NaN
259598,NaN,NaN
259596,3,4
259595,3,4
259592,NaN,NaN
259591,NaN,NaN
259590,NaN,NaN
259588,NaN,NaN
259585,3,NaN
259582,NaN,NaN
259581,NaN,NaN
259579,NaN,NaN
259578,4,5
259577,NaN,NaN
259576,NaN,NaN
259575,3,4
259574,NaN,NaN
259560,4,4
259554,NaN,NaN
259552,2,2
259549,3,NaN
259548,3,NaN
259545,NaN,2
259544,NaN,NaN
259541,3,NaN
259537,3,3
259531,NaN,NaN
259528,3,2
259527,4,3
259524,NaN,NaN
2851420,1,1
259519,NaN,NaN
259518,1,1
2851420,1,1
259514,1,1
2595020,NaN,NaN
259501,4,5
259496,2,2
259480,NaN,NaN
259474,6,7
259473,7,7
259468,2,NaN
259457,NaN,NaN
259449,6,NaN
259447,NaN,NaN
259445,3,NaN
259439,2,2
259438,4,4
259437,1,NaN
259419,26,NaN
259416,3,2
259415,3,NaN
259414,NaN,NaN
259412,3,NaN
259411,NaN,NaN
259410,5,5
2851420,4,4
2851420,4,4
259404,NaN,NaN
VC61023_007,NaN,NaN
259397,2,2
259394,NaN,NaN
259393,5,NaN
259387,4,NaN
259384,2,2
259380,4,4
259379,2,NaN
259377,NaN,NaN
259376,NaN,NaN
259364,NaN,NaN
259345,6,5
259343,6,NaN
259342,NaN,NaN
259341,1,NaN
259336,NaN,NaN
2593320,3,NaN
259328,2,2
259325,3,NaN
259324,2,2
259319,NaN,NaN
259318,NaN,NaN
259315,3,2
259314,3,2
259310,NaN,NaN
259309,3,2
,,
259294,NaN,NaN
259284,4,NaN
259282,4,3
259279,3,3
259268,NaN,NaN
259266,NaN,NaN
259263,NaN,NaN
259257,NaN,NaN
259255,4,7
259254,4,3
259253,3,4
259252,3,4
259250,NaN,NaN
259249,NaN,NaN
259246,7,NaN
259234,NaN,NaN
259226,4,3
259224,3,2
259220,4,3
259213,1,1
259209,NaN,NaN
259208,NaN,NaN
259198,NaN,NaN
259196,4,4
259193,NaN,NaN
259189,5,4
259188,NaN,NaN
259182,3,NaN
259175,3,NaN
259174,1,1
259173,NaN,NaN
259172,3,2
259171,3,2
259170,2,2
259169,5,NaN
259165,2,NaN
259162,2,2
259161,2,2
259158,5,3
259157,4,5
2591420,NaN,NaN
259129,NaN,NaN
259121,3,NaN
259113,NaN,NaN
2851420,6,NaN
259108,"[2, 3, 3, 3, 3, 3, 4, 4]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']"
259105,4,4
259099,2,1
1723,4,6
259086,4,4
259078,3,2
259077,3,2
259061,2,2
259060,2,2
259055,3,4
259054,3,4
259045,NaN,NaN
259044,"['1PN', '2PN', '3PN']",NaN
259036,6,7
259035,6,7
259029,3,4
259028,3,4
259020,NaN,NaN
259019,NaN,NaN
259018,NaN,NaN
259017,NaN,NaN
259014,NaN,NaN
259013,NaN,NaN
259010,3,4
259009,3,4
259008,3,3
259007,3,3
259006,3,3
259005,3,4
2851420,3,4
259003,5,3
259002,5,3
258998,5,4
258997,5,4
258996,5,4
258995,4,3
258994,NaN,NaN
258993,6,5
258990,3,3
258989,4,3
258988,4,4
258981,NaN,10
258979,NaN,NaN
258971,6,7
258969,4,5
258966,NaN,NaN
258965,NaN,NaN
258964,4,NaN
258963,NaN,NaN
258962,2,2
258955,2,2
258949,NaN,NaN
258948,NaN,NaN
258945,NaN,NaN
2851420,3,3
2589430,NaN,NaN
2851420,4,NaN
2851420,NaN,NaN
258940,NaN,NaN
258932,7,NaN
258930,NaN,NaN
258929,NaN,NaN
1423,4,4
258926,2,2
258925,6,7
258924,NaN,NaN
258923,2,3
258922,NaN,NaN
258918,9,NaN
2589110,3,2
258909,2,2
258907,3,2
258905,2,1
258902,2,2
2588980,2,2
258893,4,4
258892,NaN,NaN
2851420,NaN,NaN
258886,3,3
258885,NaN,NaN
258880,2,2
258875,6,7
258873,4,4
2588700,NaN,NaN
258868,4,3
2851420,3,2
258865,5,4
258864,NaN,NaN
258861,NaN,NaN
258858,3,NaN
258857,5,NaN
258852,5,NaN
258850,8,NaN
1223,4,3
258848,NaN,NaN
258847,6,7
258845,2,1
258844,NaN,NaN
258843,NaN,NaN
258842,3,3
258841,2,1
258840,2,3
258837,4,3
258836,2,3
258834,NaN,NaN
258832,4,2
,NaN,NaN
258830,2,2
258829,9,NaN
258827,NaN,NaN
258826,36,NaN
258825,1,1
2588220,3,NaN
258820,3,NaN
258819,7,7
258816,7,7
258815,NaN,NaN
258814,4,5
258813,1,NaN
258810,NaN,NaN
258809,NaN,NaN
2851420,5,6
258807,5,4
258805,4,4
258804,4,NaN
258803,NaN,NaN
2588020,2,2
258801,3,3
258800,NaN,NaN
258799,NaN,NaN
258798,2,2
258797,NaN,3
258796,NaN,NaN
258794,4,5
258793,NaN,NaN
258789,17,NaN
258788,NaN,NaN
258785,NaN,NaN
258784,12,12
258783,4,5
258781,NaN,NaN
258780,5,NaN
2851420,NaN,NaN
258777,NaN,NaN
258776,3,4
258774,NaN,NaN
258771,3,3
258770,3,4
258769,5,NaN
258768,5,4
258766,4,5
258765,NaN,NaN
258764,NaN,NaN
258759,4,3
258758,NaN,NaN
258754,4,4
258753,2,2
258752,2,2
258748,3,3
258747,3,NaN
258741,NaN,NaN
258738,2,2
258736,4,3
258734,NaN,NaN
258729,5,4
258728,NaN,NaN
823,3,2
258726,5,6
258724,3,2
258721,4,NaN
258720,5,4
258719,NaN,NaN
258717,2,2
258714,6,6
258707,3,2
258706,3,2
2851420,NaN,NaN
258702,7,7
258701,NaN,NaN
258699,NaN,NaN
258696,6,7
258695,NaN,NaN
258693,NaN,NaN
258690,NaN,NaN
258689,NaN,NaN
2851420,4,4
258679,4,NaN
258677,4,3
258675,NaN,NaN
258674,2,1
258670,4,4
VIC102022_A46,5,5
258668,5,4
258667,4,4
258666,NaN,NaN
258662,3,3
258655,5,5
258648,4,NaN
258647,4,3
258641,4,6
258638,NaN,NaN
258636,3,2
258631,2,2
258616,3,3
258615,NaN,NaN
258614,NaN,NaN
258613,NaN,NaN
258610,NaN,NaN
258609,NaN,NaN
258608,NaN,NaN
258607,1,NaN
2851420,2,1
2586020,2,2
VIC102022_61,NaN,NaN
258595,NaN,NaN
258594,4,4
258593,4,5
258591,NaN,NaN
258590,NaN,NaN
258589,3,4
258588,3,3
258587,10,NaN
258584,4,NaN
258583,4,3
2851420,4,4
258580,5,4
258579,3,NaN
258578,NaN,NaN
258577,6,5
258576,2,2
258571,2,2
258570,2,2
258564,NaN,NaN
258561,NaN,NaN
258560,NaN,NaN
258559,NaN,NaN
258558,3,2
258557,2,2
258555,4,3
258552,3,3
258551,NaN,NaN
258546,3,4
258545,NaN,NaN
258544,NaN,NaN
258543,NaN,NaN
258532,4,5
258531,4,3
258524,NaN,NaN
258521,NaN,NaN
258519,NaN,NaN
258518,3,3
258517,NaN,NaN
258509,NaN,NaN
258508,NaN,NaN
258507,4,4
258505,4,NaN
258504,3,3
258502,5,NaN
258494,NaN,NaN
258489,4,5
258480,NaN,NaN
258471,7,NaN
258464,NaN,NaN
258463,4,NaN
258462,5,NaN
258461,4,NaN
258460,NaN,NaN
258459,NaN,NaN
258458,NaN,NaN
258454,NaN,NaN
258453,NaN,NaN
258451,12,NaN
258448,NaN,NaN
2851470,NaN,NaN
258446,4,3
258445,3,1
258444,3,3
258442,4,3
258441,4,2
258439,4,NaN
258437,NaN,NaN
258436,NaN,NaN
258435,3,3
258432,7,8
258429,4,2
258426,1,NaN
258423,4,5
258415,4,3
258414,NaN,NaN
323,3,4
258412,3,3
258411,3,3
,,
258408,3,3
258407,2,2
258392,4,4
258385,NaN,NaN
258384,3,4
258380,3,2
258379,2,2
258370,NaN,NaN
258364,2,3
258363,2,NaN
258362,2,2
258355,NaN,NaN
258353,1,1
258351,1,1
2851420,"[1, 2, 2, 2, 2, 2, 3]","[1, 2, 2, 2, 2, 2, 2]"
2851420,2,1
258344,NaN,NaN
258339,NaN,NaN
258338,NaN,NaN
258335,3,NaN
258332,4,5
258330,2,2
258327,3,2
258321,5,NaN
258320,1,NaN
2851420,NaN,NaN
258316,4,3
258315,3,2
258314,4,NaN
2851420,3,2
258310,NaN,NaN
258302,4,NaN
258301,NaN,NaN
,,
258295,4,5
258294,NaN,NaN
258291,3,2
23145006,3,4
258289,2,2
258288,3,2
258287,3,2
258286,NaN,NaN
258285,2,2
258276,4,4
258274,5,NaN
258273,2,NaN
258272,NaN,NaN
258267,NaN,NaN
258264,NaN,NaN
258261,3,NaN
2582560,NaN,NaN
938459975,3,2
258249,1,1
2851420,5,4
258247,1,2
2851420,2,2
258244,NaN,NaN
258242,NaN,NaN
258241,3,3
258236,NaN,NaN
258228,NaN,NaN
2851420,3,3
258221,3,3
258218,3,3
258217,NaN,NaN
258212,NaN,NaN
258209,3,3
258204,3,2
258202,3,4
23002004,NaN,NaN
258194,6,NaN
258193,NaN,NaN
258186,NaN,NaN
258181,1,2
2851420,5,3
258179,4,4
258178,13,NaN
258175,5,6
258172,NaN,NaN
258171,NaN,NaN
258163,2,2
258162,NaN,NaN
258161,NaN,NaN
258160,NaN,NaN
258158,3,2
258157,2,2
258155,3,3
2581520,1,NaN
258151,1,NaN
2851500,2,1
258149,NaN,NaN
258146,3,3
258145,4,3
258144,3,3
258143,3,2
258141,3,2
258139,NaN,NaN
30322,4,5
258134,4,5
2581330,2,NaN
258132,4,NaN
2851420,NaN,NaN
258130,5,NaN
258129,4,NaN
258128,NaN,NaN
258127,NaN,NaN
258126,NaN,NaN
258124,3,NaN
258123,NaN,NaN
